Cell ID,Cell Type,Dimorphism
10977,IN00A001,
10978,IN21A004,
10979,IN09A004,
10982,IN17A028,
10983,IN09A003,
10984,IN01A010,
10988,IN18B009,sex_specific
10989,IN27X005,
10990,IN19A027,
10991,IN17B008,
10992,INXXX039,sex_specific
10994,LBL40,
10996,IN01A005,
10998,IN05B028,
11007,INXXX025,sex_specific
11008,IN07B014,
11009,INXXX031,
11010,IN12B007,
11011,IN21A013,
11015,IN01A012,
11017,IN00A004,
11018,IN01A008,
11021,INXXX039,sex_specific
11024,INXXX029,
11025,IN13A003,
11026,IN17A011,
11027,IN21A011,
11028,IN17A007,
11029,IN19A022,
11030,IN03B015,
11031,INXXX036,
11032,dMS2,
11034,IN01A005,
11035,IN23B006,
11037,IN09A076,
11038,IN21A010,
11039,IN12B004,
11040,IN06B014,
11041,INXXX022,
11043,IN20A.22A001,
11046,IN03B020,
11047,IN06B008,
11050,IN21A005,
11053,IN00A025,
11056,IN12B007,
11057,IN19B003,
11058,IN05B010,
11060,IN21A008,
11062,IN01A010,
11064,IN07B014,
11065,IN19A006,
11066,IN11B002,
11067,IN03A045,
11074,INXXX031,
11077,IN13A008,
11078,IN18B009,sex_specific
11079,IN01A009,
11081,IN04B002,
11083,IN19A027,
11085,IN03A006,
11086,IN03A003,
11087,IN01A061,
11089,IN13A013,
11090,IN20A.22A023,
11091,IN01A007,
11093,IN19B012,
11094,IN05B012,
11100,IN03A005,
11101,IN23B005,
11103,IN13A014,
11104,IN12A002,
11106,IN10B006,
11108,IN01A011,
11109,IN19B012,
11110,IN03A014,
11111,IN13B008,
11113,IN17B010,
11116,IN10B007,
11117,IN23B007,
11118,IN20A.22A008,
11122,IN21A004,
11124,IN12B007,
11125,INXXX042,
11126,IN01A028,
11127,IN07B104,
11128,IN07B009,
11129,IN03B019,
11131,IN21A006,
11132,IN21A006,
11133,IN03A005,
11134,IN21A003,
11137,IN08B008,
11138,IN06A003,
11139,IN21A007,
11140,IN07B013,
11141,IN12A003,
11142,IN11B001,
11143,IN04B002,
11146,IN17A039,
11147,IN14B005,
11148,IN19A015,
11149,IN20A.22A048,
11151,INXXX045,dimorphic
11152,IN13A006,
11154,IN09A001,
11155,IN12A005,
11156,IN13A008,
11157,IN06B024,
11158,IN16B020,
11163,INXXX048,
11165,IN01A010,
11166,IN13A015,
11167,IN17B001,
11171,IN21A004,
11172,IN07B012,
11174,IN10B007,
11180,INXXX004,
11181,IN19B013,
11182,IN19A026,
11183,INXXX058,sex_specific
11185,INXXX044,
11186,IN19B007,dimorphic
11189,IN13B010,
11190,IN03A004,
11191,IN01A015,
11193,IN17A016,
11194,IN09A009,
11195,IN08A006,
11196,IN09A003,
11198,IN17B008,
11199,IN05B011,
11206,IN21A008,
11211,IN05B012,
11212,IN14A001,
11214,IN21A011,
11215,IN19A008,
11217,IN13A008,
11218,INXXX052,dimorphic
11223,IN03B022,
11224,IN17A011,
11225,IN13B010,
11231,IN05B005,
11235,IN13B012,
11236,IN03A006,
11238,IN10B006,
11239,IN21A004,
11240,IN13A009,
11243,IN01A004,
11244,IN12A001,
11245,IN12A006,
11247,IN03B024,dimorphic
11248,IN17A020,
11249,IN09A007,
11250,IN10B011,
11252,IN05B016,
11253,IN07B012,
11256,IN10B007,
11258,IN01A009,
11261,IN06B035,
11266,INXXX042,
11271,IN13A006,
11275,IN07B016,
11277,IN13A014,
11278,IN07B012,
11280,IN05B022,
11281,IN17A007,
11282,IN19A013,
11287,IN18B006,
11288,IN01A015,
11289,IN21A012,
11290,dMS2,
11293,IN12B012,
11295,IN16B016,
11297,IN21A015,
11299,IN19A020,
11302,dMS2,
11303,IN19A003,
11304,IN10B011,
11305,IN12B011,
11308,IN05B011,
11309,IN14A004,
11313,IN11B001,
11315,IN12B012,
11316,IN19A008,
11318,IN17A013,
11319,IN03B019,
11320,IN03A007,
11322,IN12A002,
11323,IN13A001,
11324,INXXX036,
