source_group,body_part_sensory,target_type,dim_category,super_class,median_influence,adjusted_influence
alcoholic_fermentation_volatile [antenna],antenna,AN00A006,cross-mapped dimorphic,ascending,4.4947056076994314e-5,13.989974707527026
alcoholic_fermentation_volatile [antenna],antenna,AN03A008,specific,ascending,2.9053372364976772e-5,13.553624006891162
alcoholic_fermentation_volatile [antenna],antenna,AN05B023c,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,3.5984455803834945e-6,11.464991411025764
alcoholic_fermentation_volatile [antenna],antenna,AN05B035,specific,ascending,3.698493974367434e-5,13.795000237864397
alcoholic_fermentation_volatile [antenna],antenna,AN05B095,specific,ascending,2.0213518086793028e-5,13.190841034837717
alcoholic_fermentation_volatile [antenna],antenna,AN05B102a,cross-mapped dimorphic,ascending,1.0446677802203276e-5,12.530773456236526
alcoholic_fermentation_volatile [antenna],antenna,AN05B102b,cross-mapped dimorphic,ascending,1.1743741415144613e-5,12.647809895200268
alcoholic_fermentation_volatile [antenna],antenna,AN05B102c,cross-mapped dimorphic,ascending,2.2570785555840445e-5,13.301145837569202
alcoholic_fermentation_volatile [antenna],antenna,AN05B102d,cross-mapped dimorphic,ascending,2.065628515714191e-5,13.212509081096133
alcoholic_fermentation_volatile [antenna],antenna,AN05B103,cross-mapped dimorphic,ascending,6.781517440919024e-5,14.401275423285043
alcoholic_fermentation_volatile [antenna],antenna,AN06B004,specific,ascending,7.925187189691577e-5,14.55712047466452
alcoholic_fermentation_volatile [antenna],antenna,AN08B009,other-dimorphic,ascending,5.3769484859218835e-5,14.169195552361705
alcoholic_fermentation_volatile [antenna],antenna,AN08B020,specific,ascending,6.239122068986621e-5,14.317914013440111
alcoholic_fermentation_volatile [antenna],antenna,AN08B031,cross-mapped dimorphic,ascending,1.4816844235258429e-4,15.18283919263166
alcoholic_fermentation_volatile [antenna],antenna,AN08B035,specific,ascending,6.670193444766653e-5,14.384723396750639
alcoholic_fermentation_volatile [antenna],antenna,AN08B043,other-dimorphic,ascending,9.728085296574142e-5,14.762091628366267
alcoholic_fermentation_volatile [antenna],antenna,AN08B047,other-dimorphic,ascending,5.822630127863407e-5,14.248826606695664
alcoholic_fermentation_volatile [antenna],antenna,AN08B059,other-dimorphic,ascending,8.531474154594316e-5,14.630836701601037
alcoholic_fermentation_volatile [antenna],antenna,AN08B059,specific,ascending,7.87306976578239e-5,14.550522580590323
alcoholic_fermentation_volatile [antenna],antenna,AN08B061,cross-mapped dimorphic,ascending,9.326531594227424e-5,14.7199377331025
alcoholic_fermentation_volatile [antenna],antenna,AN08B069,cross-mapped dimorphic,ascending,6.880697543153069e-5,14.415794568921903
alcoholic_fermentation_volatile [antenna],antenna,AN08B081,cross-mapped dimorphic,ascending,3.176182142260349e-5,13.642754426348432
alcoholic_fermentation_volatile [antenna],antenna,AN08B084,specific,ascending,4.8980961487320834e-5,14.075921123569627
alcoholic_fermentation_volatile [antenna],antenna,AN08B086,cross-mapped dimorphic,ascending,5.2891626798904764e-5,14.152734484797234
alcoholic_fermentation_volatile [antenna],antenna,AN08B089,cross-mapped dimorphic,ascending,3.116594146890375e-5,13.623815321014124
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_a,cross-mapped dimorphic,ascending,4.3820450619265735e-5,13.964590059565639
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_b,cross-mapped dimorphic,ascending,3.5123780073456306e-5,13.743367838081697
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_c,other-dimorphic,ascending,7.01986764461138e-5,14.435818898845788
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_d,other-dimorphic,ascending,5.474236213975006e-5,14.187127296703904
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_e,cross-mapped dimorphic,ascending,5.060372022036706e-5,14.108514537768167
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_f,other-dimorphic,ascending,3.5126112505322484e-5,13.743434241937459
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_g,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,4.988742952620817e-5,14.094258499755272
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_h,other-dimorphic,ascending,6.901674468196578e-5,14.418838593742024
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_i,other-dimorphic,ascending,4.1660938074116545e-5,13.914053394996618
alcoholic_fermentation_volatile [antenna],antenna,AN08B099_j,other-dimorphic,ascending,3.632006824808582e-5,13.776859874844305
alcoholic_fermentation_volatile [antenna],antenna,AN08B106,cross-mapped dimorphic,ascending,5.2239221694316394e-5,14.14032302823894
alcoholic_fermentation_volatile [antenna],antenna,AN08B107,cross-mapped dimorphic,ascending,1.9484234655942584e-5,13.154095101427444
alcoholic_fermentation_volatile [antenna],antenna,AN08B109,cross-mapped dimorphic,ascending,5.3578269952162343e-5,14.165633016570832
alcoholic_fermentation_volatile [antenna],antenna,AN09B012,cross-mapped dimorphic,ascending,3.558727449342256e-5,13.756477557940425
alcoholic_fermentation_volatile [antenna],antenna,AN09B017a,specific,ascending,1.5819088234412376e-5,12.945706768985673
alcoholic_fermentation_volatile [antenna],antenna,AN09B017b,specific,ascending,6.910518518668624e-5,14.420119208875207
alcoholic_fermentation_volatile [antenna],antenna,AN09B017c,specific,ascending,2.5135389347837258e-5,13.408766229326345
alcoholic_fermentation_volatile [antenna],antenna,AN09B017d,specific,ascending,2.0861786860293478e-5,13.22240854758951
alcoholic_fermentation_volatile [antenna],antenna,AN09B017e,specific,ascending,1.1856768739728885e-4,14.959973441202221
alcoholic_fermentation_volatile [antenna],antenna,AN09B017f,specific,ascending,6.503332939700526e-5,14.359389340468827
alcoholic_fermentation_volatile [antenna],antenna,AN09B017g,specific,ascending,6.515153942500388e-5,14.361205374260711
alcoholic_fermentation_volatile [antenna],antenna,AN09B026,cross-mapped dimorphic,ascending,6.075907275259437e-5,14.29140585882714
alcoholic_fermentation_volatile [antenna],antenna,AN09B028,cross-mapped dimorphic,ascending,4.179159656466882e-5,13.917184722232607
alcoholic_fermentation_volatile [antenna],antenna,AN10B025,specific,ventral_nerve_cord_intrinsic,2.01167804535723e-5,13.186043757245066
alcoholic_fermentation_volatile [antenna],antenna,AN10B026,specific,ascending,1.0738003632077101e-5,12.55827863228126
alcoholic_fermentation_volatile [antenna],antenna,AN12B060,cross-mapped dimorphic,ascending,3.5303552314106414e-5,13.748473033039565
alcoholic_fermentation_volatile [antenna],antenna,AN12B089,cross-mapped dimorphic,ascending,1.6573791271275294e-5,12.992312050638573
alcoholic_fermentation_volatile [antenna],antenna,AN18B032,cross-mapped dimorphic,ascending_visceral_circulatory,4.520459727886814e-5,13.995688233411302
alcoholic_fermentation_volatile [antenna],antenna,AN18B032,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,5.960211955426926e-5,14.272180578465777
alcoholic_fermentation_volatile [antenna],antenna,AN18B053,cross-mapped dimorphic,ascending,6.054171709801354e-5,14.287822108260004
alcoholic_fermentation_volatile [antenna],antenna,AN19A018,other-dimorphic,ascending,4.24861833226469e-5,13.93366836681953
alcoholic_fermentation_volatile [antenna],antenna,AN19B024,other-dimorphic,ascending,2.9095483393313935e-5,13.555072394315122
alcoholic_fermentation_volatile [antenna],antenna,AN19B104,cross-mapped dimorphic,ascending,9.386315080508548e-6,12.423742228044237
alcoholic_fermentation_volatile [antenna],antenna,AN23B026,specific,ascending,2.4258863670778013e-5,13.373271504832939
alcoholic_fermentation_volatile [antenna],antenna,AN27X003,other-dimorphic,ascending,3.1858695077361e-5,13.645799787655003
alcoholic_fermentation_volatile [antenna],antenna,AN27X019,specific,visceral_circulatory,3.602639077035956e-5,13.768741188876604
alcoholic_fermentation_volatile [antenna],antenna,ANXXX013,cross-mapped dimorphic,ascending,1.1680839967835065e-4,14.945024424898461
alcoholic_fermentation_volatile [antenna],antenna,ANXXX050,specific,ascending,4.551581748804666e-5,14.002549344680782
alcoholic_fermentation_volatile [antenna],antenna,ANXXX068,specific,ascending,3.308842384779229e-5,13.683672930552904
alcoholic_fermentation_volatile [antenna],antenna,ANXXX071,specific,ascending,3.5230129136959745e-5,13.746391099921743
alcoholic_fermentation_volatile [antenna],antenna,ANXXX084,cross-mapped dimorphic,ascending,3.994619702937799e-5,13.872022916459722
alcoholic_fermentation_volatile [antenna],antenna,ANXXX116,cross-mapped dimorphic,ascending,2.113335788551921e-5,13.235342176585478
alcoholic_fermentation_volatile [antenna],antenna,ANXXX150,other-dimorphic,ascending,3.302631716047803e-5,13.681794175387706
alcoholic_fermentation_volatile [antenna],antenna,ANXXX151,cross-mapped dimorphic,ascending,2.0910469216858552e-5,13.224739395055133
alcoholic_fermentation_volatile [antenna],antenna,ANXXX152,specific,ascending,8.868189396463795e-5,14.669545183847585
alcoholic_fermentation_volatile [antenna],antenna,ANXXX169,cross-mapped dimorphic,ascending,1.6108194855066024e-5,12.963817581740074
alcoholic_fermentation_volatile [antenna],antenna,ANXXX214,cross-mapped dimorphic,ascending,3.535462547953962e-5,13.749918673895944
alcoholic_fermentation_volatile [antenna],antenna,ANXXX254,cross-mapped dimorphic,ascending,2.7281801250569442e-5,13.4907093010779
alcoholic_fermentation_volatile [antenna],antenna,AOTU012,cross-mapped dimorphic,central_brain_intrinsic,1.6221364080017998e-4,15.273403678825705
alcoholic_fermentation_volatile [antenna],antenna,AOTU062,cross-mapped dimorphic,central_brain_intrinsic,1.0279562313228222e-4,14.817232217616164
alcoholic_fermentation_volatile [antenna],antenna,AOTU100m,specific,central_brain_intrinsic,3.8560790345614046e-4,16.139310501076952
alcoholic_fermentation_volatile [antenna],antenna,AOTU101m,specific,central_brain_intrinsic,1.0292952757809105e-4,14.818533997823945
alcoholic_fermentation_volatile [antenna],antenna,AOTU103m,specific,central_brain_intrinsic,1.694700993546168e-4,15.31716594830753
alcoholic_fermentation_volatile [antenna],antenna,AVLP009,cross-mapped dimorphic,central_brain_intrinsic,4.497664615509371e-5,13.990632822761006
alcoholic_fermentation_volatile [antenna],antenna,AVLP013,cross-mapped dimorphic,central_brain_intrinsic,0.0010291774312179013,17.12100459373213
alcoholic_fermentation_volatile [antenna],antenna,AVLP096,cross-mapped dimorphic,central_brain_intrinsic,7.767300269412563e-5,14.53699718335856
alcoholic_fermentation_volatile [antenna],antenna,AVLP256,cross-mapped dimorphic,central_brain_intrinsic,1.7107416870697288e-4,15.32658663963099
alcoholic_fermentation_volatile [antenna],antenna,AVLP297,cross-mapped dimorphic,central_brain_intrinsic,4.359909459458664e-5,13.95952582599589
alcoholic_fermentation_volatile [antenna],antenna,AVLP299_a,cross-mapped dimorphic,central_brain_intrinsic,4.941800508273075e-4,16.387389368177562
alcoholic_fermentation_volatile [antenna],antenna,AVLP299_c,cross-mapped dimorphic,central_brain_intrinsic,4.437091470692061e-4,16.279658715644665
alcoholic_fermentation_volatile [antenna],antenna,AVLP316,cross-mapped dimorphic,central_brain_intrinsic,5.43675931182199e-4,16.48284279664454
alcoholic_fermentation_volatile [antenna],antenna,AVLP370_b,cross-mapped dimorphic,central_brain_intrinsic,1.7289528194698098e-4,15.337175546596615
alcoholic_fermentation_volatile [antenna],antenna,AVLP570,cross-mapped dimorphic,central_brain_intrinsic,1.3728713019896726e-4,15.10656401552163
alcoholic_fermentation_volatile [antenna],antenna,AVLP700m,specific,central_brain_intrinsic,1.6058464282953067e-4,15.263310615249688
alcoholic_fermentation_volatile [antenna],antenna,AVLP702m,specific,central_brain_intrinsic,4.010238017536826e-4,16.178510223575017
alcoholic_fermentation_volatile [antenna],antenna,AVLP703m,specific,central_brain_intrinsic,1.078761731450021e-4,14.865473466420761
alcoholic_fermentation_volatile [antenna],antenna,AVLP704m,specific,central_brain_intrinsic,1.5248134921373596e-4,15.211531730366112
alcoholic_fermentation_volatile [antenna],antenna,AVLP705m,specific,central_brain_intrinsic,9.311444063425915e-5,14.718318723144094
alcoholic_fermentation_volatile [antenna],antenna,AVLP706m,specific,central_brain_intrinsic,2.6982565986095316e-4,15.782265488258657
alcoholic_fermentation_volatile [antenna],antenna,AVLP708m,specific,central_brain_intrinsic,1.469929775088682e-4,15.174874255624825
alcoholic_fermentation_volatile [antenna],antenna,AVLP709m,specific,central_brain_intrinsic,1.1306902628053115e-4,14.912487926294
alcoholic_fermentation_volatile [antenna],antenna,AVLP710m,specific,central_brain_intrinsic,1.706636640520958e-4,15.324184184807606
alcoholic_fermentation_volatile [antenna],antenna,AVLP711m,specific,central_brain_intrinsic,1.659370729799513e-4,15.296098080089848
alcoholic_fermentation_volatile [antenna],antenna,AVLP712m,specific,central_brain_intrinsic,2.3397042801974867e-4,15.63968417342333
alcoholic_fermentation_volatile [antenna],antenna,AVLP713m,specific,central_brain_intrinsic,1.1567546750237544e-4,14.935278018336728
alcoholic_fermentation_volatile [antenna],antenna,AVLP714m,specific,central_brain_intrinsic,1.9575350360999632e-4,15.46134567513725
alcoholic_fermentation_volatile [antenna],antenna,AVLP715m,specific,central_brain_intrinsic,1.8306232191628302e-4,15.39431609382038
alcoholic_fermentation_volatile [antenna],antenna,AVLP716m,specific,central_brain_intrinsic,1.096265169538554e-4,14.88156873029578
alcoholic_fermentation_volatile [antenna],antenna,AVLP717m,specific,central_brain_intrinsic,2.696773511649605e-4,15.78171569077209
alcoholic_fermentation_volatile [antenna],antenna,AVLP718m,specific,central_brain_intrinsic,2.711041100953496e-4,15.786992359234532
alcoholic_fermentation_volatile [antenna],antenna,AVLP719m,specific,central_brain_intrinsic,5.6353785836852704e-5,14.216138864592212
alcoholic_fermentation_volatile [antenna],antenna,AVLP720m,specific,central_brain_intrinsic,1.3484942381138668e-4,15.088648218800966
alcoholic_fermentation_volatile [antenna],antenna,AVLP721m,specific,central_brain_intrinsic,7.449508351442695e-5,14.49522257214866
alcoholic_fermentation_volatile [antenna],antenna,AVLP722m,specific,central_brain_intrinsic,5.8148869901456085e-5,14.247495886614752
alcoholic_fermentation_volatile [antenna],antenna,AVLP723m,specific,central_brain_intrinsic,6.904049230350588e-5,14.419182619485154
alcoholic_fermentation_volatile [antenna],antenna,AVLP724m,specific,central_brain_intrinsic,8.750518713662997e-5,14.656187515203698
alcoholic_fermentation_volatile [antenna],antenna,AVLP725m,specific,central_brain_intrinsic,6.936476994158442e-5,14.423868542927499
alcoholic_fermentation_volatile [antenna],antenna,AVLP727m,specific,central_brain_intrinsic,1.220829843688814e-4,14.989190455282914
alcoholic_fermentation_volatile [antenna],antenna,AVLP728m,specific,central_brain_intrinsic,1.4736736474173272e-4,15.177417991182935
alcoholic_fermentation_volatile [antenna],antenna,AVLP729m,specific,central_brain_intrinsic,1.0645463150258237e-4,14.852208341142523
alcoholic_fermentation_volatile [antenna],antenna,AVLP730m,specific,central_brain_intrinsic,9.52291636929538e-5,14.740775678232666
alcoholic_fermentation_volatile [antenna],antenna,AVLP731m,specific,central_brain_intrinsic,5.0025584475372976e-5,14.097024006102897
alcoholic_fermentation_volatile [antenna],antenna,AVLP732m,specific,central_brain_intrinsic,1.3796524746293874e-4,15.111491265499732
alcoholic_fermentation_volatile [antenna],antenna,AVLP733m,specific,central_brain_intrinsic,1.4531106388011302e-4,15.163366154792998
alcoholic_fermentation_volatile [antenna],antenna,AVLP734m,specific,central_brain_intrinsic,6.003033674613523e-5,14.279339488914516
alcoholic_fermentation_volatile [antenna],antenna,AVLP735m,specific,central_brain_intrinsic,6.151981083433193e-5,14.303848692363822
alcoholic_fermentation_volatile [antenna],antenna,AVLP736m,specific,central_brain_intrinsic,5.750858300190762e-5,14.236423648297826
alcoholic_fermentation_volatile [antenna],antenna,AVLP737m,specific,central_brain_intrinsic,8.058110335343552e-5,14.573753614351443
alcoholic_fermentation_volatile [antenna],antenna,AVLP738m,specific,central_brain_intrinsic,2.193432689302106e-4,15.57512738274087
alcoholic_fermentation_volatile [antenna],antenna,AVLP739m,specific,central_brain_intrinsic,5.046055131862202e-5,14.10568131104353
alcoholic_fermentation_volatile [antenna],antenna,AVLP742m,specific,central_brain_intrinsic,9.553661429013181e-5,14.743999011753242
alcoholic_fermentation_volatile [antenna],antenna,AVLP743m,specific,central_brain_intrinsic,9.665191533140801e-4,17.058190557677698
alcoholic_fermentation_volatile [antenna],antenna,AVLP744m,specific,central_brain_intrinsic,1.1020740354281678e-4,14.88685351928206
alcoholic_fermentation_volatile [antenna],antenna,AVLP745m,specific,central_brain_intrinsic,8.166441390119919e-5,14.587107778648598
alcoholic_fermentation_volatile [antenna],antenna,AVLP746m,specific,central_brain_intrinsic,7.985969800727605e-5,14.56476076213693
alcoholic_fermentation_volatile [antenna],antenna,AVLP749m,specific,central_brain_intrinsic,9.408530883461138e-4,17.031276446527357
alcoholic_fermentation_volatile [antenna],antenna,AVLP750m,specific,central_brain_intrinsic,2.4202213712938396e-4,15.673518639750018
alcoholic_fermentation_volatile [antenna],antenna,AVLP751m,specific,central_brain_intrinsic,1.9551081348213767e-4,15.46010513186059
alcoholic_fermentation_volatile [antenna],antenna,AVLP752m,specific,central_brain_intrinsic,8.390279667587296e-5,14.614148388396401
alcoholic_fermentation_volatile [antenna],antenna,AVLP753m,specific,central_brain_intrinsic,3.825379173215855e-4,16.131317220641748
alcoholic_fermentation_volatile [antenna],antenna,AVLP755m,specific,central_brain_intrinsic,5.181198128185957e-5,14.132110863433299
alcoholic_fermentation_volatile [antenna],antenna,AVLP757m,specific,central_brain_intrinsic,2.9152948762609077e-4,15.859630600947142
alcoholic_fermentation_volatile [antenna],antenna,AVLP758m,specific,central_brain_intrinsic,2.858241316460008e-4,15.839866139397396
alcoholic_fermentation_volatile [antenna],antenna,AVLP760m,specific,central_brain_intrinsic,7.035282724117939e-5,14.438012413007211
alcoholic_fermentation_volatile [antenna],antenna,AVLP761m,specific,central_brain_intrinsic,4.8227939815289005e-5,14.060427959369488
alcoholic_fermentation_volatile [antenna],antenna,AVLP762m,specific,central_brain_intrinsic,4.385055902766396e-5,13.965276909408093
alcoholic_fermentation_volatile [antenna],antenna,AVLP763m,specific,central_brain_intrinsic,4.878914966399973e-5,14.071997387222144
alcoholic_fermentation_volatile [antenna],antenna,AVLP764m,specific,central_brain_intrinsic,3.965510800819195e-4,16.16729430225803
alcoholic_fermentation_volatile [antenna],antenna,CB0429,other-dimorphic,central_brain_intrinsic,1.3545626895035038e-4,15.093138291890446
alcoholic_fermentation_volatile [antenna],antenna,CB1008,cross-mapped dimorphic,central_brain_intrinsic,1.8441544166625842e-4,15.401680489707848
alcoholic_fermentation_volatile [antenna],antenna,CB1165,cross-mapped dimorphic,central_brain_intrinsic,2.867911431300281e-4,15.84324366858988
alcoholic_fermentation_volatile [antenna],antenna,CL122_a,cross-mapped dimorphic,central_brain_intrinsic,6.360521821761784e-5,14.337184956462917
alcoholic_fermentation_volatile [antenna],antenna,CL122_b,cross-mapped dimorphic,central_brain_intrinsic,9.80169058022794e-5,14.769629414014997
alcoholic_fermentation_volatile [antenna],antenna,CL144,cross-mapped dimorphic,central_brain_intrinsic,1.7360626660923865e-4,15.341279341589944
alcoholic_fermentation_volatile [antenna],antenna,CL311,cross-mapped dimorphic,central_brain_intrinsic,3.7103291951548685e-4,16.100780232554396
alcoholic_fermentation_volatile [antenna],antenna,CL344_b,cross-mapped dimorphic,central_brain_intrinsic,1.9509411245814372e-4,15.457971512162525
alcoholic_fermentation_volatile [antenna],antenna,CRE021,cross-mapped dimorphic,central_brain_intrinsic,2.6802403611418885e-4,15.775566105518187
alcoholic_fermentation_volatile [antenna],antenna,CRE065,cross-mapped dimorphic,central_brain_intrinsic,3.001467908981551e-4,15.888761100016103
alcoholic_fermentation_volatile [antenna],antenna,CRE200m,specific,central_brain_intrinsic,1.373531723992767e-4,15.10704495150195
alcoholic_fermentation_volatile [antenna],antenna,Cm26,specific,optic_lobe_intrinsic,4.109617582076188e-6,11.597819420491293
alcoholic_fermentation_volatile [antenna],antenna,DNa08,cross-mapped dimorphic,descending,9.686723544424225e-5,14.75783077624405
alcoholic_fermentation_volatile [antenna],antenna,DNa09,cross-mapped dimorphic,descending,7.966990356055918e-5,14.562381334941001
alcoholic_fermentation_volatile [antenna],antenna,DNae005,cross-mapped dimorphic,descending,1.329232144689515e-4,15.074261068715646
alcoholic_fermentation_volatile [antenna],antenna,DNb05,cross-mapped dimorphic,descending,0.00458986622388778,18.6160955995431
alcoholic_fermentation_volatile [antenna],antenna,DNb07,cross-mapped dimorphic,descending,8.361189859444813e-5,14.610675279683544
alcoholic_fermentation_volatile [antenna],antenna,DNbe004,cross-mapped dimorphic,descending,7.42306006860092e-5,14.491665915359427
alcoholic_fermentation_volatile [antenna],antenna,DNbe005,cross-mapped dimorphic,descending,7.030438330512971e-5,14.437323590332896
alcoholic_fermentation_volatile [antenna],antenna,DNde002,cross-mapped dimorphic,descending,2.6830004576546885e-4,15.776595370043022
alcoholic_fermentation_volatile [antenna],antenna,DNde007,cross-mapped dimorphic,descending,1.1297329639040532e-4,14.91164091769209
alcoholic_fermentation_volatile [antenna],antenna,DNg02_a,cross-mapped dimorphic,descending,6.0688244293045556e-5,14.290239452367087
alcoholic_fermentation_volatile [antenna],antenna,DNg02_b,cross-mapped dimorphic,descending,8.338697229103159e-5,14.60798153165717
alcoholic_fermentation_volatile [antenna],antenna,DNg02_c,cross-mapped dimorphic,descending,5.579740812326215e-5,14.20621686094028
alcoholic_fermentation_volatile [antenna],antenna,DNg02_d,cross-mapped dimorphic,descending,7.561185034169274e-5,14.51010246348862
alcoholic_fermentation_volatile [antenna],antenna,DNg02_e,other-dimorphic,descending,5.388501338817882e-5,14.171341836542851
alcoholic_fermentation_volatile [antenna],antenna,DNg02_f,cross-mapped dimorphic,descending,6.99403685778254e-5,14.432132443571644
alcoholic_fermentation_volatile [antenna],antenna,DNg02_g,cross-mapped dimorphic,descending,1.0779372677984165e-4,14.864708905680432
alcoholic_fermentation_volatile [antenna],antenna,DNg03,cross-mapped dimorphic,descending,6.528271626136608e-5,14.363216761221857
alcoholic_fermentation_volatile [antenna],antenna,DNg06,cross-mapped dimorphic,descending,2.894260244096804e-5,13.549804084592287
alcoholic_fermentation_volatile [antenna],antenna,DNg101,cross-mapped dimorphic,descending,1.4511367857437626e-4,15.162006867464651
alcoholic_fermentation_volatile [antenna],antenna,DNg107,cross-mapped dimorphic,descending,9.999505753829857e-5,14.789610202185367
alcoholic_fermentation_volatile [antenna],antenna,DNg111,cross-mapped dimorphic,descending,1.6187419041278325e-4,15.27130887316603
alcoholic_fermentation_volatile [antenna],antenna,DNg13,cross-mapped dimorphic,descending,1.3279299874110947e-4,15.073280957365323
alcoholic_fermentation_volatile [antenna],antenna,DNg36_a,cross-mapped dimorphic,descending,2.881425988502122e-5,13.54535984153536
alcoholic_fermentation_volatile [antenna],antenna,DNg36_b,cross-mapped dimorphic,descending,2.251057628804805e-5,13.29847469805038
alcoholic_fermentation_volatile [antenna],antenna,DNg37,cross-mapped dimorphic,descending,3.710415761599128e-5,13.798218470491348
alcoholic_fermentation_volatile [antenna],antenna,DNg66,cross-mapped dimorphic,descending,6.736430281756448e-5,14.394604687862653
alcoholic_fermentation_volatile [antenna],antenna,DNg83,cross-mapped dimorphic,descending,4.7253118639644925e-6,11.737423003758781
alcoholic_fermentation_volatile [antenna],antenna,DNg92_a,cross-mapped dimorphic,descending,7.16101233445415e-5,14.455725893501652
alcoholic_fermentation_volatile [antenna],antenna,DNg92_b,cross-mapped dimorphic,descending,4.800751003443814e-5,14.05584689975597
alcoholic_fermentation_volatile [antenna],antenna,DNg96,cross-mapped dimorphic,descending,1.1648822379041856e-4,14.942279626588169
alcoholic_fermentation_volatile [antenna],antenna,DNge010,cross-mapped dimorphic,descending,8.966905954685474e-5,14.68061521900953
alcoholic_fermentation_volatile [antenna],antenna,DNge015,cross-mapped dimorphic,descending,3.449433366565449e-5,13.725284511008683
alcoholic_fermentation_volatile [antenna],antenna,DNge016,cross-mapped dimorphic,descending,6.312989291491848e-5,14.329683838150848
alcoholic_fermentation_volatile [antenna],antenna,DNge043,cross-mapped dimorphic,descending,5.6808152014899884e-5,14.224169278853704
alcoholic_fermentation_volatile [antenna],antenna,DNge047,cross-mapped dimorphic,descending,1.1731419980557989e-4,14.949345245829575
alcoholic_fermentation_volatile [antenna],antenna,DNge049,cross-mapped dimorphic,descending,6.1015171251172623e-5,14.295611984321688
alcoholic_fermentation_volatile [antenna],antenna,DNge063,cross-mapped dimorphic,descending,7.798268298781141e-5,14.54097623110001
alcoholic_fermentation_volatile [antenna],antenna,DNge080,cross-mapped dimorphic,descending,8.519924705321952e-5,14.629482038428419
alcoholic_fermentation_volatile [antenna],antenna,DNge091,cross-mapped dimorphic,descending,2.649461778614837e-5,13.461431051990319
alcoholic_fermentation_volatile [antenna],antenna,DNge092,cross-mapped dimorphic,descending,1.413103194474646e-5,12.83286266824849
alcoholic_fermentation_volatile [antenna],antenna,DNge093,cross-mapped dimorphic,descending,2.8498790265747105e-5,13.534351081593549
alcoholic_fermentation_volatile [antenna],antenna,DNge095,cross-mapped dimorphic,descending,2.4316856381156946e-5,13.375659230135598
alcoholic_fermentation_volatile [antenna],antenna,DNge098,cross-mapped dimorphic,descending,5.615549007600361e-5,14.212613893614204
alcoholic_fermentation_volatile [antenna],antenna,DNge103,cross-mapped dimorphic,descending,1.3730019284234174e-4,15.10665915934138
alcoholic_fermentation_volatile [antenna],antenna,DNge108,cross-mapped dimorphic,descending,2.189756542351264e-5,13.270864904802439
alcoholic_fermentation_volatile [antenna],antenna,DNge109,cross-mapped dimorphic,descending,2.0196735099656206e-5,13.190010404649664
alcoholic_fermentation_volatile [antenna],antenna,DNge110,specific,descending,2.7419155703041277e-5,13.495731324413605
alcoholic_fermentation_volatile [antenna],antenna,DNge114,cross-mapped dimorphic,descending,2.750164502755827e-5,13.498735264103093
alcoholic_fermentation_volatile [antenna],antenna,DNge115,cross-mapped dimorphic,descending,1.2522336522374216e-5,12.712003413488565
alcoholic_fermentation_volatile [antenna],antenna,DNge116,cross-mapped dimorphic,descending,1.3814271017392585e-5,12.810191631548175
alcoholic_fermentation_volatile [antenna],antenna,DNge128,cross-mapped dimorphic,descending,1.5342979390953142e-4,15.217732535770478
alcoholic_fermentation_volatile [antenna],antenna,DNge154,cross-mapped dimorphic,descending,2.376437959124646e-5,13.352677245775089
alcoholic_fermentation_volatile [antenna],antenna,DNge175,cross-mapped dimorphic,descending,5.615895735663368e-5,14.212675635993932
alcoholic_fermentation_volatile [antenna],antenna,DNge176,other-dimorphic,descending,1.5049337344408736e-5,12.895823401989405
alcoholic_fermentation_volatile [antenna],antenna,DNge183,other-dimorphic,descending,2.575814985945592e-5,13.43324051846645
alcoholic_fermentation_volatile [antenna],antenna,DNp13,cross-mapped dimorphic,descending,2.857270087549595e-4,15.839526282173393
alcoholic_fermentation_volatile [antenna],antenna,DNp16_a,other-dimorphic,descending,4.157083063071036e-5,13.91188817659476
alcoholic_fermentation_volatile [antenna],antenna,DNp16_b,cross-mapped dimorphic,descending,3.1993348547670615e-5,13.650017465344716
alcoholic_fermentation_volatile [antenna],antenna,DNp36,cross-mapped dimorphic,descending,2.25892199987134e-4,15.604547336304146
alcoholic_fermentation_volatile [antenna],antenna,DNp47,cross-mapped dimorphic,descending,3.032369451104667e-4,15.899003939008946
alcoholic_fermentation_volatile [antenna],antenna,DNp48,cross-mapped dimorphic,descending,1.8773459376986363e-4,15.419518672161905
alcoholic_fermentation_volatile [antenna],antenna,DNp67,cross-mapped dimorphic,descending,1.4935178171402377e-4,15.190793916415931
alcoholic_fermentation_volatile [antenna],antenna,DNp68,cross-mapped dimorphic,descending,1.401221605083467e-4,15.127004059232343
alcoholic_fermentation_volatile [antenna],antenna,DNpe002,cross-mapped dimorphic,descending,4.199426502832316e-4,16.224607597045072
