source_group,body_part_sensory,target_type,dim_category,super_class,median_influence,adjusted_influence
oxygenation [abdomen],abdomen,vMS12_c,other-dimorphic,ventral_nerve_cord_intrinsic,5.762524275896036e-5,14.238450156080503
oxygenation [abdomen],abdomen,vMS12_d,other-dimorphic,ventral_nerve_cord_intrinsic,6.087787660165263e-5,14.293359276558627
oxygenation [abdomen],abdomen,vMS12_e,other-dimorphic,ventral_nerve_cord_intrinsic,5.7597941612298323e-5,14.237976273201431
oxygenation [abdomen],abdomen,vMS16,specific,ascending,1.8744350849058904e-5,13.115381861005591
oxygenation [abdomen],abdomen,vMS17,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,5.068808716222824e-5,14.110180357809309
oxygenation [abdomen],abdomen,vMS17,specific,ventral_nerve_cord_intrinsic,1.1754554742579126e-4,14.951315338174178
oxygenation [abdomen],abdomen,vPR6,specific,ventral_nerve_cord_intrinsic,1.7807501826542135e-4,15.366694354471646
oxygenation [abdomen],abdomen,vPR9_a,specific,ventral_nerve_cord_intrinsic,4.118040036578399e-5,13.902451865923805
oxygenation [abdomen],abdomen,vPR9_b,specific,ventral_nerve_cord_intrinsic,3.7086971394288836e-5,13.797755174616514
oxygenation [abdomen],abdomen,vPR9_c,specific,ventral_nerve_cord_intrinsic,3.629783373546832e-5,13.776247504816943
pheromone_volatile [antenna],antenna,AN00A006,cross-mapped dimorphic,ascending,7.268100300797242e-5,14.470569485798308
pheromone_volatile [antenna],antenna,AN03A008,specific,ascending,6.900824670841073e-5,14.418715457004534
pheromone_volatile [antenna],antenna,AN05B023c,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,5.378411525654138e-6,11.866882517158324
pheromone_volatile [antenna],antenna,AN05B035,specific,ascending,4.0546431276492445e-5,13.886937210746227
pheromone_volatile [antenna],antenna,AN05B095,specific,ascending,3.752084469739239e-5,13.809386079177058
pheromone_volatile [antenna],antenna,AN05B102a,cross-mapped dimorphic,ascending,1.8448217889672264e-5,13.099457216511341
pheromone_volatile [antenna],antenna,AN05B102b,cross-mapped dimorphic,ascending,1.3670217422448736e-5,12.799708997725475
pheromone_volatile [antenna],antenna,AN05B102c,cross-mapped dimorphic,ascending,5.2729349671225314e-5,14.149661662318385
pheromone_volatile [antenna],antenna,AN05B102d,cross-mapped dimorphic,ascending,2.9496311341995557e-5,13.568754658309054
pheromone_volatile [antenna],antenna,AN05B103,cross-mapped dimorphic,ascending,1.3857967915571512e-4,15.115934903004362
pheromone_volatile [antenna],antenna,AN06B004,specific,ascending,2.91787773595083e-4,15.860516177298273
pheromone_volatile [antenna],antenna,AN08B009,other-dimorphic,ascending,7.56686650935544e-5,14.510853581428288
pheromone_volatile [antenna],antenna,AN08B020,specific,ascending,1.2121446130824645e-4,14.982050826277952
pheromone_volatile [antenna],antenna,AN08B031,cross-mapped dimorphic,ascending,7.084399956438056e-4,16.74755480547516
pheromone_volatile [antenna],antenna,AN08B035,specific,ascending,1.5801913756574782e-4,15.24720559156164
pheromone_volatile [antenna],antenna,AN08B043,other-dimorphic,ascending,3.8215199678449507e-4,16.130307868843758
pheromone_volatile [antenna],antenna,AN08B047,other-dimorphic,ascending,1.3675424305224987e-4,15.10267491066085
pheromone_volatile [antenna],antenna,AN08B059,other-dimorphic,ascending,3.1443272546048114e-4,15.935259585788696
pheromone_volatile [antenna],antenna,AN08B059,specific,ascending,3.22742409029604e-4,15.96134395182548
pheromone_volatile [antenna],antenna,AN08B061,cross-mapped dimorphic,ascending,2.237274413796336e-4,15.594917973458266
pheromone_volatile [antenna],antenna,AN08B069,cross-mapped dimorphic,ascending,2.4889834677811377e-4,15.701534009274372
pheromone_volatile [antenna],antenna,AN08B081,cross-mapped dimorphic,ascending,4.711580826780925e-5,14.03709801875921
pheromone_volatile [antenna],antenna,AN08B084,specific,ascending,1.0927328367889587e-4,14.878341376222918
pheromone_volatile [antenna],antenna,AN08B086,cross-mapped dimorphic,ascending,1.7591168245447423e-4,15.354471506892056
pheromone_volatile [antenna],antenna,AN08B089,cross-mapped dimorphic,ascending,6.569029579933849e-5,14.369440651888388
pheromone_volatile [antenna],antenna,AN08B099_a,cross-mapped dimorphic,ascending,6.911944227680687e-5,14.420325497587035
pheromone_volatile [antenna],antenna,AN08B099_b,cross-mapped dimorphic,ascending,5.3572755184044064e-5,14.165530082079703
pheromone_volatile [antenna],antenna,AN08B099_c,other-dimorphic,ascending,8.925702477285608e-5,14.676009568537653
pheromone_volatile [antenna],antenna,AN08B099_d,other-dimorphic,ascending,8.779019806253547e-5,14.659439297065791
pheromone_volatile [antenna],antenna,AN08B099_e,cross-mapped dimorphic,ascending,7.644725642259191e-5,14.521090486554172
pheromone_volatile [antenna],antenna,AN08B099_f,other-dimorphic,ascending,5.506688180188644e-5,14.19303792126078
pheromone_volatile [antenna],antenna,AN08B099_g,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,7.82086363659073e-5,14.543869522950732
pheromone_volatile [antenna],antenna,AN08B099_h,other-dimorphic,ascending,1.3681487671445827e-4,15.103118189224258
pheromone_volatile [antenna],antenna,AN08B099_i,other-dimorphic,ascending,7.102053391818563e-5,14.447458487379148
pheromone_volatile [antenna],antenna,AN08B099_j,other-dimorphic,ascending,5.408190489901112e-5,14.174989096874413
pheromone_volatile [antenna],antenna,AN08B106,cross-mapped dimorphic,ascending,9.304511033880178e-5,14.717573874993137
pheromone_volatile [antenna],antenna,AN08B107,cross-mapped dimorphic,ascending,1.9783092707320275e-5,13.169317111282108
pheromone_volatile [antenna],antenna,AN08B109,cross-mapped dimorphic,ascending,7.946054123174183e-5,14.559750003772526
pheromone_volatile [antenna],antenna,AN09B012,cross-mapped dimorphic,ascending,7.519163046567045e-5,14.504529369798487
pheromone_volatile [antenna],antenna,AN09B017a,specific,ascending,2.689681333541705e-5,13.476497258258785
pheromone_volatile [antenna],antenna,AN09B017b,specific,ascending,1.2774500716504868e-4,15.034525587499024
pheromone_volatile [antenna],antenna,AN09B017c,specific,ascending,4.206694504161268e-5,13.923751720923816
pheromone_volatile [antenna],antenna,AN09B017d,specific,ascending,3.922013271034612e-5,13.853679646539815
pheromone_volatile [antenna],antenna,AN09B017e,specific,ascending,2.5597099069336686e-4,15.729553562490327
pheromone_volatile [antenna],antenna,AN09B017f,specific,ascending,8.943776613187678e-5,14.678032474966438
pheromone_volatile [antenna],antenna,AN09B017g,specific,ascending,7.552040781215962e-5,14.508892363913471
pheromone_volatile [antenna],antenna,AN09B026,cross-mapped dimorphic,ascending,1.6640608671748472e-4,15.298920548584883
pheromone_volatile [antenna],antenna,AN09B028,cross-mapped dimorphic,ascending,4.9736620035633425e-5,14.091230925461034
pheromone_volatile [antenna],antenna,AN10B025,specific,ventral_nerve_cord_intrinsic,3.568907194348692e-5,13.759333975935117
pheromone_volatile [antenna],antenna,AN10B026,specific,ascending,4.972852414922891e-5,14.0910681370493
pheromone_volatile [antenna],antenna,AN12B060,cross-mapped dimorphic,ascending,8.992327668746935e-5,14.683446267546872
pheromone_volatile [antenna],antenna,AN12B089,cross-mapped dimorphic,ascending,2.5875080911687173e-5,13.437769820638096
pheromone_volatile [antenna],antenna,AN18B032,cross-mapped dimorphic,ascending_visceral_circulatory,7.319813881846265e-5,14.47765943670246
pheromone_volatile [antenna],antenna,AN18B032,cross-mapped dimorphic,ventral_nerve_cord_intrinsic,8.311889476945785e-5,14.604761491931965
pheromone_volatile [antenna],antenna,AN18B053,cross-mapped dimorphic,ascending,8.367359180658641e-5,14.611412859670754
pheromone_volatile [antenna],antenna,AN19A018,other-dimorphic,ascending,8.697679407203157e-5,14.65013079030602
pheromone_volatile [antenna],antenna,AN19B024,other-dimorphic,ascending,4.304217993633563e-5,13.946670005685064
pheromone_volatile [antenna],antenna,AN19B104,cross-mapped dimorphic,ascending,1.3910914331030453e-5,12.817163177732501
pheromone_volatile [antenna],antenna,AN23B026,specific,ascending,4.865824806902545e-5,14.069310775229303
pheromone_volatile [antenna],antenna,AN27X003,other-dimorphic,ascending,5.158059749874535e-5,14.127635026344773
pheromone_volatile [antenna],antenna,AN27X019,specific,visceral_circulatory,4.97651576079268e-5,14.091804534772379
pheromone_volatile [antenna],antenna,ANXXX013,cross-mapped dimorphic,ascending,2.963218547068745e-4,15.875935652608923
pheromone_volatile [antenna],antenna,ANXXX050,specific,ascending,7.840792804962944e-5,14.546414487361503
pheromone_volatile [antenna],antenna,ANXXX068,specific,ascending,6.468025560340794e-5,14.353945428552036
pheromone_volatile [antenna],antenna,ANXXX071,specific,ascending,8.894529759012298e-5,14.672510988984223
pheromone_volatile [antenna],antenna,ANXXX084,cross-mapped dimorphic,ascending,6.63494846642125e-5,14.379425435854051
pheromone_volatile [antenna],antenna,ANXXX116,cross-mapped dimorphic,ascending,3.366714159970143e-5,13.701011777031198
pheromone_volatile [antenna],antenna,ANXXX150,other-dimorphic,ascending,4.429041350252153e-5,13.975257696177454
pheromone_volatile [antenna],antenna,ANXXX151,cross-mapped dimorphic,ascending,3.5073421450085315e-5,13.74193306202462
pheromone_volatile [antenna],antenna,ANXXX152,specific,ascending,3.1336949008820404e-4,15.931872415872826
pheromone_volatile [antenna],antenna,ANXXX169,cross-mapped dimorphic,ascending,1.900256278207927e-5,13.129063295373566
pheromone_volatile [antenna],antenna,ANXXX214,cross-mapped dimorphic,ascending,3.534495825441266e-5,13.749645200569041
pheromone_volatile [antenna],antenna,ANXXX254,cross-mapped dimorphic,ascending,3.587647477082962e-5,13.76457122386513
pheromone_volatile [antenna],antenna,AOTU012,cross-mapped dimorphic,central_brain_intrinsic,4.7632998005332116e-4,16.35060029149661
pheromone_volatile [antenna],antenna,AOTU062,cross-mapped dimorphic,central_brain_intrinsic,2.3623972864477355e-4,15.649336530828563
pheromone_volatile [antenna],antenna,AOTU100m,specific,central_brain_intrinsic,8.807585624518975e-4,16.965272980983187
pheromone_volatile [antenna],antenna,AOTU101m,specific,central_brain_intrinsic,2.1688830923683342e-4,15.563871959092898
pheromone_volatile [antenna],antenna,AOTU103m,specific,central_brain_intrinsic,2.494326645527327e-4,15.703678439250545
pheromone_volatile [antenna],antenna,AVLP009,cross-mapped dimorphic,central_brain_intrinsic,1.5368191434265475e-4,15.219374417098914
pheromone_volatile [antenna],antenna,AVLP013,cross-mapped dimorphic,central_brain_intrinsic,0.0015983131489869155,17.561193512234354
pheromone_volatile [antenna],antenna,AVLP096,cross-mapped dimorphic,central_brain_intrinsic,1.1307232581614981e-4,14.912517107472837
pheromone_volatile [antenna],antenna,AVLP256,cross-mapped dimorphic,central_brain_intrinsic,1.675574266600327e-4,15.305815580274217
pheromone_volatile [antenna],antenna,AVLP297,cross-mapped dimorphic,central_brain_intrinsic,6.178516076396355e-5,14.30815266057868
pheromone_volatile [antenna],antenna,AVLP299_a,cross-mapped dimorphic,central_brain_intrinsic,0.0025996614470783054,18.047625944904706
pheromone_volatile [antenna],antenna,AVLP299_c,cross-mapped dimorphic,central_brain_intrinsic,0.0018416906230004062,17.70292868763299
pheromone_volatile [antenna],antenna,AVLP316,cross-mapped dimorphic,central_brain_intrinsic,8.91549949640088e-4,16.977450906529985
pheromone_volatile [antenna],antenna,AVLP370_b,cross-mapped dimorphic,central_brain_intrinsic,6.918972702176254e-4,16.723926933190356
pheromone_volatile [antenna],antenna,AVLP570,cross-mapped dimorphic,central_brain_intrinsic,3.2772465108518977e-4,15.976663219461743
pheromone_volatile [antenna],antenna,AVLP700m,specific,central_brain_intrinsic,3.8522567243544635e-4,16.138318766767558
pheromone_volatile [antenna],antenna,AVLP702m,specific,central_brain_intrinsic,0.0012850336403554706,17.343029618287332
pheromone_volatile [antenna],antenna,AVLP703m,specific,central_brain_intrinsic,1.6296941923310185e-4,15.278052013174284
pheromone_volatile [antenna],antenna,AVLP704m,specific,central_brain_intrinsic,3.129697560357935e-4,15.930596001823552
pheromone_volatile [antenna],antenna,AVLP705m,specific,central_brain_intrinsic,1.8992028657366028e-4,15.431093881813702
pheromone_volatile [antenna],antenna,AVLP706m,specific,central_brain_intrinsic,9.53055196199318e-4,17.044162262375075
pheromone_volatile [antenna],antenna,AVLP708m,specific,central_brain_intrinsic,3.271231072171766e-4,15.974826016754436
pheromone_volatile [antenna],antenna,AVLP709m,specific,central_brain_intrinsic,2.505062541296178e-4,15.707973328834285
pheromone_volatile [antenna],antenna,AVLP710m,specific,central_brain_intrinsic,3.889234950336995e-4,16.147872095447397
pheromone_volatile [antenna],antenna,AVLP711m,specific,central_brain_intrinsic,3.414527663540172e-4,16.017698799193624
pheromone_volatile [antenna],antenna,AVLP712m,specific,central_brain_intrinsic,7.875181267526263e-4,16.853375830569174
pheromone_volatile [antenna],antenna,AVLP713m,specific,central_brain_intrinsic,3.4318578856048793e-4,16.022761400168886
pheromone_volatile [antenna],antenna,AVLP714m,specific,central_brain_intrinsic,5.092005130095088e-4,16.41733131619983
pheromone_volatile [antenna],antenna,AVLP715m,specific,central_brain_intrinsic,3.1846580655649746e-4,15.948004553534288
pheromone_volatile [antenna],antenna,AVLP716m,specific,central_brain_intrinsic,1.8055548215270632e-4,15.380527552924404
pheromone_volatile [antenna],antenna,AVLP717m,specific,central_brain_intrinsic,5.745953334750895e-4,16.53815546720281
pheromone_volatile [antenna],antenna,AVLP718m,specific,central_brain_intrinsic,8.94310331675449e-4,16.980542284128294
pheromone_volatile [antenna],antenna,AVLP719m,specific,central_brain_intrinsic,1.206984025152854e-4,14.977784334884149
pheromone_volatile [antenna],antenna,AVLP720m,specific,central_brain_intrinsic,2.947891915322271e-4,15.870749937948203
pheromone_volatile [antenna],antenna,AVLP721m,specific,central_brain_intrinsic,1.703449478951904e-4,15.322314928498283
pheromone_volatile [antenna],antenna,AVLP722m,specific,central_brain_intrinsic,1.233077718214915e-4,14.999172882024077
pheromone_volatile [antenna],antenna,AVLP723m,specific,central_brain_intrinsic,9.863843054439118e-5,14.775950389820295
pheromone_volatile [antenna],antenna,AVLP724m,specific,central_brain_intrinsic,1.936535024067743e-4,15.450559934105973
pheromone_volatile [antenna],antenna,AVLP725m,specific,central_brain_intrinsic,9.510352908684037e-5,14.739455520118733
pheromone_volatile [antenna],antenna,AVLP727m,specific,central_brain_intrinsic,2.055576441089183e-4,15.510215943250133
pheromone_volatile [antenna],antenna,AVLP728m,specific,central_brain_intrinsic,2.5151190201571993e-4,15.71197975457394
pheromone_volatile [antenna],antenna,AVLP729m,specific,central_brain_intrinsic,2.8747971600846063e-4,15.8456417467701
pheromone_volatile [antenna],antenna,AVLP730m,specific,central_brain_intrinsic,1.207606347949361e-4,14.978299803526133
pheromone_volatile [antenna],antenna,AVLP731m,specific,central_brain_intrinsic,1.4456329866966713e-4,15.158206906748255
pheromone_volatile [antenna],antenna,AVLP732m,specific,central_brain_intrinsic,7.500285781951944e-4,16.80460075210039
pheromone_volatile [antenna],antenna,AVLP733m,specific,central_brain_intrinsic,3.2525070876559127e-4,15.969085738566909
pheromone_volatile [antenna],antenna,AVLP734m,specific,central_brain_intrinsic,1.2648968115557213e-4,15.024650174983423
pheromone_volatile [antenna],antenna,AVLP735m,specific,central_brain_intrinsic,1.6480347220065332e-4,15.289243128467866
pheromone_volatile [antenna],antenna,AVLP736m,specific,central_brain_intrinsic,1.7807481999767186e-4,15.366693241076506
pheromone_volatile [antenna],antenna,AVLP737m,specific,central_brain_intrinsic,1.783580472447702e-4,15.368282473342884
pheromone_volatile [antenna],antenna,AVLP738m,specific,central_brain_intrinsic,3.344336288623236e-4,15.99692788296965
pheromone_volatile [antenna],antenna,AVLP739m,specific,central_brain_intrinsic,1.1723173053606123e-4,14.94864202089792
pheromone_volatile [antenna],antenna,AVLP742m,specific,central_brain_intrinsic,1.5233517095790904e-4,15.210572607370084
pheromone_volatile [antenna],antenna,AVLP743m,specific,central_brain_intrinsic,0.00198414514547651,17.7774328852069
pheromone_volatile [antenna],antenna,AVLP744m,specific,central_brain_intrinsic,2.195414583786849e-4,15.576030533156521
pheromone_volatile [antenna],antenna,AVLP745m,specific,central_brain_intrinsic,1.5969465048792448e-4,15.257752999437816
pheromone_volatile [antenna],antenna,AVLP746m,specific,central_brain_intrinsic,1.6201604754157527e-4,15.272184831260715
pheromone_volatile [antenna],antenna,AVLP749m,specific,central_brain_intrinsic,0.003246970238047731,18.26996704811188
pheromone_volatile [antenna],antenna,AVLP750m,specific,central_brain_intrinsic,3.768269072402197e-4,16.116275392061564
pheromone_volatile [antenna],antenna,AVLP751m,specific,central_brain_intrinsic,2.825562444473999e-4,15.82836706819439
pheromone_volatile [antenna],antenna,AVLP752m,specific,central_brain_intrinsic,1.6743689886520322e-4,15.305095999130021
pheromone_volatile [antenna],antenna,AVLP753m,specific,central_brain_intrinsic,9.447840284865747e-4,17.03544580212588
pheromone_volatile [antenna],antenna,AVLP755m,specific,central_brain_intrinsic,1.393776066220928e-4,15.121676286296518
pheromone_volatile [antenna],antenna,AVLP757m,specific,central_brain_intrinsic,5.280835856576006e-4,16.453744019382587
pheromone_volatile [antenna],antenna,AVLP758m,specific,central_brain_intrinsic,6.145074656380464e-4,16.60531052009421
pheromone_volatile [antenna],antenna,AVLP760m,specific,central_brain_intrinsic,1.458435234692523e-4,15.167023731941857
pheromone_volatile [antenna],antenna,AVLP761m,specific,central_brain_intrinsic,9.909251184891343e-5,14.7805433189518
pheromone_volatile [antenna],antenna,AVLP762m,specific,central_brain_intrinsic,1.0803159155036593e-4,14.866913140741202
pheromone_volatile [antenna],antenna,AVLP763m,specific,central_brain_intrinsic,1.0829661180891684e-4,14.869363310317052
pheromone_volatile [antenna],antenna,AVLP764m,specific,central_brain_intrinsic,7.494117850740738e-4,16.80377805428457
pheromone_volatile [antenna],antenna,CB0429,other-dimorphic,central_brain_intrinsic,1.2481921000640823e-4,15.01135581245901
pheromone_volatile [antenna],antenna,CB1008,cross-mapped dimorphic,central_brain_intrinsic,1.3198556857352126e-4,15.067182029656772
pheromone_volatile [antenna],antenna,CB1165,cross-mapped dimorphic,central_brain_intrinsic,3.82707357320167e-4,16.131760059054386
pheromone_volatile [antenna],antenna,CL122_a,cross-mapped dimorphic,central_brain_intrinsic,9.495977359087358e-5,14.737942808076436
pheromone_volatile [antenna],antenna,CL122_b,cross-mapped dimorphic,central_brain_intrinsic,2.445870416035845e-4,15.684060685976934
pheromone_volatile [antenna],antenna,CL144,cross-mapped dimorphic,central_brain_intrinsic,2.873678885026768e-4,15.845252678410706
pheromone_volatile [antenna],antenna,CL311,cross-mapped dimorphic,central_brain_intrinsic,7.507185452438059e-4,16.80552025024428
pheromone_volatile [antenna],antenna,CL344_b,cross-mapped dimorphic,central_brain_intrinsic,3.4607100738806205e-4,16.031133419702876
pheromone_volatile [antenna],antenna,CRE021,cross-mapped dimorphic,central_brain_intrinsic,3.990804080957686e-4,16.17365236267189
pheromone_volatile [antenna],antenna,CRE065,cross-mapped dimorphic,central_brain_intrinsic,2.920100139173622e-4,15.861277537953516
pheromone_volatile [antenna],antenna,CRE200m,specific,central_brain_intrinsic,1.4903600556046503e-4,15.188677366845809
pheromone_volatile [antenna],antenna,Cm26,specific,optic_lobe_intrinsic,3.753385405832528e-6,11.507147649650559
pheromone_volatile [antenna],antenna,DNa08,cross-mapped dimorphic,descending,3.1416696882018244e-4,15.934414034451173
pheromone_volatile [antenna],antenna,DNa09,cross-mapped dimorphic,descending,1.1217832587188604e-4,14.904579242416451
pheromone_volatile [antenna],antenna,DNae005,cross-mapped dimorphic,descending,1.7593176321592833e-4,15.354585652894905
pheromone_volatile [antenna],antenna,DNb05,cross-mapped dimorphic,descending,0.006299744408877461,18.932753783572913
pheromone_volatile [antenna],antenna,DNb07,cross-mapped dimorphic,descending,8.296877996635117e-5,14.602953834088334
pheromone_volatile [antenna],antenna,DNbe004,cross-mapped dimorphic,descending,8.982126938401778e-5,14.682311242127383
pheromone_volatile [antenna],antenna,DNbe005,cross-mapped dimorphic,descending,1.2088882720358738e-4,14.979360781850822
pheromone_volatile [antenna],antenna,DNde002,cross-mapped dimorphic,descending,6.769021212768673e-4,16.702016127356675
pheromone_volatile [antenna],antenna,DNde007,cross-mapped dimorphic,descending,2.0947338148402672e-4,15.529086115969967
pheromone_volatile [antenna],antenna,DNg02_a,cross-mapped dimorphic,descending,5.610190857014305e-5,14.211659274843845
pheromone_volatile [antenna],antenna,DNg02_b,cross-mapped dimorphic,descending,7.30729745683835e-5,14.475948035486862
pheromone_volatile [antenna],antenna,DNg02_c,cross-mapped dimorphic,descending,6.426863764063504e-5,14.347561203755868
pheromone_volatile [antenna],antenna,DNg02_d,cross-mapped dimorphic,descending,8.421544335332579e-5,14.617867759213283
pheromone_volatile [antenna],antenna,DNg02_e,other-dimorphic,descending,6.756391439190257e-5,14.39756347178628
pheromone_volatile [antenna],antenna,DNg02_f,cross-mapped dimorphic,descending,8.409711149483144e-5,14.616461662346683
pheromone_volatile [antenna],antenna,DNg02_g,cross-mapped dimorphic,descending,1.0273800618780535e-4,14.816671560499596
pheromone_volatile [antenna],antenna,DNg03,cross-mapped dimorphic,descending,4.4135831920622624e-5,13.971761409783602
pheromone_volatile [antenna],antenna,DNg06,cross-mapped dimorphic,descending,3.604632216854824e-5,13.769294280272335
pheromone_volatile [antenna],antenna,DNg101,cross-mapped dimorphic,descending,3.534711606511427e-4,16.05229134172791
pheromone_volatile [antenna],antenna,DNg107,cross-mapped dimorphic,descending,2.3044759272792956e-4,15.62451291518513
pheromone_volatile [antenna],antenna,DNg111,cross-mapped dimorphic,descending,2.8005900955813476e-4,15.819489771422557
pheromone_volatile [antenna],antenna,DNg13,cross-mapped dimorphic,descending,1.8111321766393147e-4,15.383611789705913
pheromone_volatile [antenna],antenna,DNg36_a,cross-mapped dimorphic,descending,2.8575369164104393e-5,13.53703457076191
pheromone_volatile [antenna],antenna,DNg36_b,cross-mapped dimorphic,descending,2.824360860937459e-5,13.525356630115217
pheromone_volatile [antenna],antenna,DNg37,cross-mapped dimorphic,descending,1.1602121708669745e-4,14.938262522336649
pheromone_volatile [antenna],antenna,DNg66,cross-mapped dimorphic,descending,9.818291538009379e-5,14.771321664460801
pheromone_volatile [antenna],antenna,DNg83,cross-mapped dimorphic,descending,2.39978988519996e-5,13.362455720717787
pheromone_volatile [antenna],antenna,DNg92_a,cross-mapped dimorphic,descending,6.786635384738706e-5,14.402029828711953
pheromone_volatile [antenna],antenna,DNg92_b,cross-mapped dimorphic,descending,5.3232287168472495e-5,14.159154555956006
pheromone_volatile [antenna],antenna,DNg96,cross-mapped dimorphic,descending,2.487370294390411e-4,15.700885673756307
pheromone_volatile [antenna],antenna,DNge010,cross-mapped dimorphic,descending,1.8941203438342929e-4,15.428414160280397
pheromone_volatile [antenna],antenna,DNge015,cross-mapped dimorphic,descending,5.036647383278945e-5,14.103815194037844
pheromone_volatile [antenna],antenna,DNge016,cross-mapped dimorphic,descending,7.573756335542035e-5,14.511763692819708
pheromone_volatile [antenna],antenna,DNge043,cross-mapped dimorphic,descending,7.989012976680366e-5,14.565141754846842
pheromone_volatile [antenna],antenna,DNge047,cross-mapped dimorphic,descending,1.5426621209286323e-4,15.22316920200732
pheromone_volatile [antenna],antenna,DNge049,cross-mapped dimorphic,descending,9.825355562143072e-5,14.772040881661372
pheromone_volatile [antenna],antenna,DNge063,cross-mapped dimorphic,descending,1.712425742692255e-4,15.327570556306375
pheromone_volatile [antenna],antenna,DNge080,cross-mapped dimorphic,descending,1.2206551612777163e-4,14.98904736006747
pheromone_volatile [antenna],antenna,DNge091,cross-mapped dimorphic,descending,3.8673954443120865e-5,13.839655803691691
pheromone_volatile [antenna],antenna,DNge092,cross-mapped dimorphic,descending,2.150261577143635e-5,13.252664033556641
pheromone_volatile [antenna],antenna,DNge093,cross-mapped dimorphic,descending,3.5859599890737715e-5,13.764100752613873
pheromone_volatile [antenna],antenna,DNge095,cross-mapped dimorphic,descending,3.600468677712251e-5,13.768138560271483
pheromone_volatile [antenna],antenna,DNge098,cross-mapped dimorphic,descending,6.274537196928964e-5,14.323574263850242
pheromone_volatile [antenna],antenna,DNge103,cross-mapped dimorphic,descending,3.212525474634404e-4,15.956717008061
pheromone_volatile [antenna],antenna,DNge108,cross-mapped dimorphic,descending,3.5045904989897956e-5,13.741148215306978
pheromone_volatile [antenna],antenna,DNge109,cross-mapped dimorphic,descending,2.915092690816538e-5,13.55697615220543
pheromone_volatile [antenna],antenna,DNge110,specific,descending,4.372817531119877e-5,13.962482080342536
pheromone_volatile [antenna],antenna,DNge114,cross-mapped dimorphic,descending,5.8878521007961384e-5,14.25996579739021
pheromone_volatile [antenna],antenna,DNge115,cross-mapped dimorphic,descending,1.750090753322788e-5,13.046742180662154
pheromone_volatile [antenna],antenna,DNge116,cross-mapped dimorphic,descending,1.6835075990598644e-5,13.00795400848465
pheromone_volatile [antenna],antenna,DNge128,cross-mapped dimorphic,descending,3.794619740285017e-4,16.123243833662634
pheromone_volatile [antenna],antenna,DNge154,cross-mapped dimorphic,descending,4.1096944056687656e-5,13.900423206921648
pheromone_volatile [antenna],antenna,DNge175,cross-mapped dimorphic,descending,8.05446183234986e-5,14.573300737800377
pheromone_volatile [antenna],antenna,DNge176,other-dimorphic,descending,1.8515446868106844e-5,13.103094791573554
pheromone_volatile [antenna],antenna,DNge183,other-dimorphic,descending,3.616874764021309e-5,13.77268486313193
pheromone_volatile [antenna],antenna,DNp13,cross-mapped dimorphic,descending,0.0010207899225467716,17.11282148246425
pheromone_volatile [antenna],antenna,DNp16_a,other-dimorphic,descending,4.8590379182955245e-5,14.067914994147214
pheromone_volatile [antenna],antenna,DNp16_b,cross-mapped dimorphic,descending,3.308889859352334e-5,13.683687278239198
pheromone_volatile [antenna],antenna,DNp36,cross-mapped dimorphic,descending,8.787469117494146e-4,16.96298637078676
pheromone_volatile [antenna],antenna,DNp47,cross-mapped dimorphic,descending,4.4900786632828127e-4,16.291529849286608
pheromone_volatile [antenna],antenna,DNp48,cross-mapped dimorphic,descending,1.3066209807018297e-4,15.057104028798232
pheromone_volatile [antenna],antenna,DNp67,cross-mapped dimorphic,descending,4.1724317157827023e-4,16.218158639143027
pheromone_volatile [antenna],antenna,DNp68,cross-mapped dimorphic,descending,1.785758077323885e-4,15.369502646277445
pheromone_volatile [antenna],antenna,DNpe002,cross-mapped dimorphic,descending,5.849074301434368e-4,16.555943037675412
pheromone_volatile [antenna],antenna,DNpe003,cross-mapped dimorphic,descending,2.755307643576811e-4,15.803188731754364
pheromone_volatile [antenna],antenna,DNpe011,cross-mapped dimorphic,descending,3.666829296692437e-5,13.78640187181983
pheromone_volatile [antenna],antenna,DNpe012_a,cross-mapped dimorphic,descending,4.3224775505217204e-5,13.950903279958677
pheromone_volatile [antenna],antenna,DNpe012_b,other-dimorphic,descending,3.085490250280754e-5,13.613785093953092
pheromone_volatile [antenna],antenna,DNpe015,cross-mapped dimorphic,descending,4.084311875992808e-5,13.894227797742856
pheromone_volatile [antenna],antenna,DNpe017,cross-mapped dimorphic,descending,7.088802041149797e-5,14.445590896720788
pheromone_volatile [antenna],antenna,DNpe018,cross-mapped dimorphic,descending,1.4805476216811196e-4,15.182071662010708
pheromone_volatile [antenna],antenna,DNpe025,cross-mapped dimorphic,descending,0.0012596134814332445,17.323049634153275
pheromone_volatile [antenna],antenna,DNpe034,cross-mapped dimorphic,descending,6.244594261169285e-4,16.62137579930164
pheromone_volatile [antenna],antenna,DNpe036,cross-mapped dimorphic,descending,3.548416911253703e-5,13.75357609856415
pheromone_volatile [antenna],antenna,DNpe041,cross-mapped dimorphic,descending,0.00036346302359371115,16.08016701057162
pheromone_volatile [antenna],antenna,DNpe052,cross-mapped dimorphic,descending,2.103513399614738e-4,15.53326862220397
pheromone_volatile [antenna],antenna,DNpe057,cross-mapped dimorphic,descending,3.3608903780822046e-5,13.69928046737716
