Cell ID,Cell Type,Dimorphism
808196,SNta14,
808201,SNpp07,
808203,SNpp02,
808211,SNta19,
808222,WG4,
808225,SNta14,
808243,SNpp19,
808244,SNta14,
808253,,
808258,SNta42,
808262,SNxx28,
808273,SNta37,
808275,SNta02,
808278,LgLG1a,
808279,SNta04,
808285,SNta04,
808286,SNpp63,
808301,SNxx26,
808304,SNxx03,
808312,SNxx28,
808321,SNta32,
808327,SNta21,
808329,,
808331,SNxx23,
808340,SNta37,
808343,SNta02,
808350,SNxx14,
808356,,
808364,SNpp06,
808365,SNta38,
808367,SNta37,
808369,LgLG1a,
808372,,
808379,LgLG1a,
808380,SNpp45,
808381,SNta14,
808382,SNxx14,
808399,,
808403,LgLG1a,
808404,,
808405,SNta14,
808417,SNpp40,
808432,SNta43,
808437,,
808441,SNpp19,
808446,SNta23,
808461,SNpp61,
808463,SNpp49,
808468,SNta37,
808473,,
808482,SNpp28,
808490,SNta20,
808491,SNpp50,
808494,SNpp63,
808495,SNta35,
808503,SNxx29,
808504,SNxx04,
808512,SNpp58,
808521,SNxx01,
808523,LgLG1a,
808524,LgLG1a,
808529,SNpp40,
808535,SNta29,
808536,SNxx20,
808537,SNta42,
808544,SNta20,
808548,,
808554,SNxx24,
808555,SNta38,
808557,SNxx23,
808560,SNxx03,
808563,SNta18,
808565,SNta02,
808576,SNpp41,
808588,SNta21,
808589,SNta33,
808591,SNta11,
808592,SNpp50,
808594,SNta04,
808600,SNpp16,
808604,SNta07,
808613,SNpp13,
808616,SNxx04,
808625,SNpp62,
808627,SNta37,
808633,SNta02,
808634,SNxx28,
808641,SNpp45,
808646,SNta04,
808653,,
808666,SNta14,
808668,SNta14,
808675,LgLG1a,
808677,SNpp16,
808678,SNta42,
808695,LgLG1b,
808697,SNpp40,
808700,LgLG1b,
808704,SNxxxx,
808724,SNta03,
808729,SNpp07,
808732,SNpp52,
808733,,
808734,SNta11,
808745,SNta14,
808748,SNta04,
808754,SNta04,
808757,SNpp39,
808772,SNta29,
808783,,
808793,,
808796,SNta20,
808807,SNpp58,
808808,SNta20,
808809,SNta14,
808811,,
808812,LgLG5,
808817,SNta26,
808818,SNpp50,
808822,SNpp43,
808825,LgLG5,
808826,SNpp50,
808828,SNta14,
808846,,
808854,SNpp63,
808871,SNta42,
808874,SNxx04,
808897,LgLG1a,
808903,SNxx03,
808908,SNpp26,
808913,SNta29,
808917,SNta02,
808921,SNta14,
808936,SNta25,
808939,SNpp19,
808941,SNpp07,
808944,SNxx20,
808946,SNta30,
808954,SNta14,
808963,SNpp23,
808968,LgLG1a,
808969,SNxx33,
808970,SNta38,
808976,SNpp16,
808982,SNpp11,
808991,SNpp48,
808998,SNta28,
808999,SNta35,
809003,SNpp07,
809010,SNta03,
809011,SNpp07,
809018,SNta11,
809023,SNta14,
809024,SNpp45,
809026,SNta38,
809027,SNpp41,
809032,SNta14,
809048,SNxx04,
809054,SNpp04,
809056,SNppxx,
809065,SNpp07,
809086,SNta33,
809089,SNpp25,
809096,SNpp63,
809099,SNta37,
809102,SNpp41,
809107,SNta14,
809109,LgLG1a,
809116,SNpp52,
809120,SNpp43,
809128,SNpp19,
809134,LgLG1a,
809145,SNpp63,
809149,LgLG1a,
809171,SNxx07,
809176,SNta03,
809179,,
809197,SNpp37,
809200,SNxx01,
809208,SNta38,
809210,SNpp11,
809224,SNta29,
809227,LgLG4,
809228,SNta14,
809230,SNpp50,
809237,SNxx33,
809245,SNxx04,
809247,SNta04,
809250,SNpp39,
809252,SNta37,
809258,SNta04,
809260,SNxx19,
809262,,
809269,SNta03,
809271,SNta29,
809278,SNpp39,
809280,,
809293,SNpp28,
809294,SNpp08,
809296,LgLG1a,
809299,SNxx26,
809321,SNta14,
809327,,
809330,SNpp28,
809352,LgLG5,
809353,SNpp41,
809354,SNta21,
809357,SNta04,
809364,LgLG1b,
809366,SNxx26,
809375,SNpp40,
809377,SNpp19,
809380,SNta03,
809382,SNta04,
809383,SNta14,
